,id,date,dateYear,dateMonth,dateDay,rating,userName,content
705,706,20211027,2021,10,27,5,iMuX UiF,이제 바이오 인증도 잘되고 주민증 사진 인증도 잘됩니다. 추가로 케이뱅크 앱 이쁘고 깔끔합니다. 앞으로도 화이팅! 1등기업 되세요^^
706,707,20210219,2021,02,19,3,박주환,그 회원가입 할 때 간편비밀번호를 쳤는데 비밀번호 정보가 없다고 떠서 다시 설정을 눌렀는데 회원 가입 중에는 재설정이 안된다고 하네요 빠른 조치 부탁드립니다 그리고 매일로 보냈는데 도메인을 찾을 수 없다고 하네요
707,708,20220125,2022,01,25,1,최대석,어플이 실행이 안되네용.. 실행하면 조금뒤에 화면 뒤로 숨어버리네용.. 이건뭐 실행이 안되네요 ㅠㅠ
708,709,20211111,2021,11,11,4,강태검,모든시스템이 잘 갖추어 있어 편리하게 사용합니다. 하지만 돈 보낼때 액수에 상관없이 일반 otp사용이 왔다갔다해서 좀 불편합니다.
709,710,20220202,2022,02,02,1,onsone,"웹 실행속도 너무느림, 다른 메뉴로 넘어가는데 몇초간 로딩필요함"
710,711,20200804,2020,08,04,1,5호롤롤로,계속 렉걸려서 안켜질때가 너무많아요ㅡㅡ요즘같은 시대에 앱개발을 대체어캐하는건지ㅡㅡ 쓰라는건지 말라는건지 모르겠네요
711,712,20200806,2020,08,06,1,EunSoo Lee,케이뱅크 사업 잘 안되는 이유가 있는 것 같네요. 계좌 개설 하기 싫은데 코인 출금 하려고 어쩔 수 없이 하는데 신분증 인식 단계에서 죽어도 안넘어가요. 촬영하니까 사진 올라가서 자동으로 개인정보 다 입력 됐는데도 신분증 인식이 안된대요. 어쩌라는건지...
712,713,20190212,2019,02,12,1,Google 사용자,"2/11 업데이트 하였으나 동일 문제 발생되네요. 실망입니다 --------------------------------------------- 바이오인식(지문) 로그인 사용 시 ""알수없는 에러가발생합니다"" 라는 메시지가 뜹니다. 카카오뱅크 쓰다가 연동 때 넘어왔는데 시작부터 실망을 안계주네요. 기종은 LG V30입니다"
713,714,20190901,2019,09,01,1,Google 사용자,"와이파이도 되고 데이터를 켰는데도 자꾸 네트워크 상태가 원활하지 않는다고 뜨네요,,"
714,715,20210305,2021,03,05,5,김성아,오픈뱅킹 은행별로 보여주는게 한눈에 잘들어오고 점점 발전하는듯~~ 사용하기도편해여 이체거래도 쉽네요 ^^b
715,716,20190829,2019,08,29,5,Google 사용자,다중지문으로 인한 인증 오류를 드디어 해결했군요!!! 늦었지만 이렇게 해결해주니 기분이 좋습니다.
716,717,20210223,2021,02,23,1,무낭,저기요 다 좋은데 앱실행이 안되면 어쩌자는 겁니까... 몇번을 삭제했다가 재설치해도 같은현상이 반복되는데 이거 어제 고쳐지나요?
717,718,20210519,2021,05,19,1,SM P,앱이 켜지지않습니다. 한두번도 아니고... 한시간기다렸는데도 안켜져요... 저 케이뱅크 탈퇴할게요... 이건 진짜 고질병이네요
718,719,20191017,2019,10,17,1,Google 사용자,"안드로이드10에서 휴대폰 OTP 발급신청시 ""휴대폰 OPT 발급실패 (키 교환 실패)"" 오류가 발생합니다."
719,720,20210319,2021,03,19,1,yu Zhi,앱 깔고나서 폰이 주기적으로 하얀화면과 동시에 1초정도 팅기는듯한 현상이 발생하는데 다른거랑 출동나는지 확인해주세요
720,721,20210406,2021,04,06,1,새별,어플 왜이래요? 로그인도안되고 이체도안되고 이체시에 비밀번호를 쳐도 계속 비밀번호치는화면이나오고.. 뭐하자는건지
721,722,20210223,2021,02,23,1,CW C,계좌 만들고 이체까지 했는데 왜 켜지지가 않아요ㅡㅡ 지웠다가 다시 까는걸 두번이나하고 핸드폰 재부팅까지 했는데 무한 로딩이니요
722,723,20210208,2021,02,08,3,Sophia Ha,수수료 없는 금융권인데 왜 송금에 4천원이 붙었나요? 얼마전만해도 해외송금수수료 무료였는데 바뀐건가요? 그렇다면 수수료 없는 문구의 광고는 뭐죠?
723,724,20190824,2019,08,24,1,Google 사용자,이전에 이체가 잘되고 버퍼링이 없이 이용했는데 5분째 버퍼링이 되어 이체도 못하고 있어요 왜 이런 현상이 생기나요?
724,725,20200629,2020,06,29,3,정소영,업데이트하라고해서 업데이트 클릭하니까 계속 다운로드대기중이라고만 되어있고 업데이트 실행을 안하네요..
725,726,20210223,2021,02,23,1,마루,앱 실행하면 케이뱅크 첫화면에서 멈춰있습니다 다른앱 다 종료했고 어플 지웠다가 다시 깔아도 마찬가지 입니다 금융 어플이 이리 불안정해서야 되겠습니까
726,727,20200225,2020,02,25,3,Google 사용자,푸쉬알림 받기 설정해놔도 금액 입출금시 알림이 오지 않습니다. 노트8 사용자입니다....가계부 어플에 케이뱅크것만 안보여서 돈계산이 잘 안되네요...문제가 뭘까요?
727,728,20200129,2020,01,29,5,Google 사용자,주민세랑 자동차세 납부할 때 고지서없이도 클릭 몇번으로 한번에 조회하고 납부할 수 있어서 편했어요
728,729,20210218,2021,02,18,1,진희근,위변조여부알수없다면서 기기재부팅해라함. 부팅해도 무한반복. 다른 은행어플 국민 농협 신한 하나 다 잘쓰고있는데 왜 이런지원 ..
729,730,20200713,2020,07,13,2,까까봇,신분증 촬영하고 정보 확인 화면에서 거래목적 선택 안했다고 넘어가질 안는데 정작 거래목적을 아무리 눌러도 아무 반등이 없어 선택이 안됨
730,731,20190810,2019,08,10,1,Google 사용자,"아니 ㅋㅋㅋ 무슨 이체가 안되는 은행어플이 있음? 첫번째, 동행복권에 충전하려니까 간편비밀번호까지 다 쓰고서 이체실패라 더버림. 왜 안되는건지 뭘 어떻게해야 되는건지 설명 없음.... 그럼 이벤트를 하질 말던가 ㅡㅡ 그리고 두번째, 다시 원래 계좌로 돌려보내려니까 1회 이체한도에 걸린다고 안됨. 내 이체한도는 2만원임??"
731,732,20210403,2021,04,03,3,서영순,여쭤볼게 있습니다. 카메라 고장으로 신분증 촬영이 어려운데. 너무 흐릿하게 나와서.. 다른방법으로 인증하는 방법 있을까요??
732,733,20210322,2021,03,22,1,Kyeongjun Lee,앱 설치후 계좌계설을 하려고 하는데 인증번호가 오지를 않네요. 앱을 지우고 다시해도 인증번호가 안와요. K뱅크 말고 다른 서비스 이용시에는 인증번호가 오는데 이건 뭐가 문제일까요?
733,734,20190831,2019,08,31,2,Google 사용자,케이뱅크 주력으로 사용하고 있는데 너무 느려요 앱이.. 인터넷 은행 경쟁자인 카뱅에 비하면 너무 안좋습니다 ㅠㅠ 앱은 진짜 대대적으로 손보셔야할듯..
734,735,20200626,2020,06,26,5,솜털난병아리,V3 모바일 플러스 실행이 안 되요... 제 핸드폰이 이상한가 싶어서 태블릿으로도 해봤는데 안 되네요... 다른 은행 어플은 됐거든요? 엄마 핸드폰으로 깔아봐도 안 떠요... 1.2.34 버전 맞아요. 답변해주셔서 감사합니다.
735,736,20210607,2021,06,07,1,심성용,아무 말도 없다가 갑자기 신분증을 다시 요구하다뇨 ㅋㅋㅋㅋㅋ 덕분에 특정 시간까지 돈 보냈어야 했는데 덕분에 못보냈습니다. 다시는 이런 그지 같은 앱 이용 안합니다 ~~~~~
736,737,20190110,2019,01,10,5,Google 사용자,앱이 깔끔하고 이자율도 좋고 간편해서 너무 좋습니다^^ 카카오뱅크랑 같이 쓰고있는데 정기예금 적금은 이율면에서 케이뱅크가 좋아요 다만 만기일을 관리에서 한번 더 들어가서 봐야한다는게 불편해요 카카오는 만기일이 바로보이거든요ㅎㅎ그건 말곤 참 좋은 것같습니다
737,738,20210721,2021,07,21,1,장용원,도대체 관리가 되는건지.. 오류는 계속 발생하구 상담원도 잘 모르시구 10번 가입 시도 후 포기!!!! 시간 아까워!!!!
738,739,20181030,2018,10,30,1,Google 사용자,다시깔았는데도 똑같이 네트워트가 원활하지않다고나와요 - (-11)뜨면서요 ㅡㅡ 한 이주됐어요!!! 와이파이로도 lte로도 똑같은데 뭐 어떻게하나요??
739,740,20210227,2021,02,27,2,Dilige,다 좋은데 금액 입력하는 부분이랑 계좌번호 입력하는 부분 터치 인식이 너무 안돼요ㅠㅠ 개선 좀 빨리 부탁드려요
740,741,20211113,2021,11,13,1,김강운,아니 자꾸 신분증 잘 찍었는데 다시찍어라 다시찍어라 하더니 이젠 뭐 담당자가 확인할때까지 기다리라고 하네요 뭐가 틀렸다는건지 도대체;;; 후~ 열불나서 휴대폰 부실뻔~
741,742,20201108,2020,11,08,1,김진철,신분증 촬영이 안되길래 나만 그런줄 알았더니 다들 똑같네요. 자동촬영인데 계속 똑같은 말만뜨고 절대 촬영안돼요. 신분증 인식이 안돼서 써보지도 못했네요. 뱅킹 어플 중에 최악입니다.
742,743,20210720,2021,07,20,3,hanerang,노트9 입니다 지문 등록을 하고 바이오 인증으로 로긴이 안됩니다 계속 오류나네요 다시 등록해도 같은 증상이네요
743,744,20191221,2019,12,21,1,Google 사용자,자급제 폰 구매하여 헬로모바일로 잘 쓰고 있는데 케이뱅크 앱에선 유심 인식을 못하네요. 왜이럴까요.
744,745,20201229,2020,12,29,1,jun,고객정보 재확인에서 계좌개설정보는 눌리지도않는데 거래목적 선택안했다고 안넘어가고 갈수있는 은행지점이 있는것도 아닌데... 참 별로네요
745,746,20210611,2021,06,11,1,sung-a kim,하라는 세가지 방법 다 하고. 앱 삭제했다가 깔아도 소용없네요. 문제가 있으면 알림이라도 줘야하는데 그냥 답변도 복붙외엔 없네요?? 밑에분이 세개 다 했다는데도 또 세가지 해보라는 복붙답변뿐.. 빨리해결좀 해주세요. 카드값이니 뭐니 내야하는데 이렇게 막혀있으면 돈있어도 신불자 되겠네요
746,747,20210519,2021,05,19,1,김채이,입금하려고해도 도통 접속이되야죠!!!!!!!! 떨어졌을때 사야되는데 들어가지지도않고 진짜 짜증납니다!!!!!!!
747,748,20210615,2021,06,15,1,강봉국,그냥 첫화면에서 안되는데요.. 백그라운드 다 종료해도 안되고. 캐시 삭제해도 안되고 재설치해도 안되고....
748,749,20210223,2021,02,23,2,체리나무,흰화면에서 계속 안넘어가네요. 로딩도없구요 폰을 아예 껐다켜도 그래요..ㅜㅜ 돈이체를 얼른해야하는데 큰일이네요;;ㅜㅜ어제꺼비 잘됬는데 무슨일이죠...ㅜㅜㅜㅜㅜㅜㅜㅜㅜ
749,750,20211115,2021,11,15,2,블루제이,v3 엔진 업데이트가 지연중이래요. 핸드폰 초기화 하고 다시 깔아도 똑같아요...
750,751,20190920,2019,09,20,5,Google 사용자,아이폰에서 노트10 넘어왔는데 실행하니 첫화면에 케이뱅크계좌 만들기 나오고 멈춰서 안돼요 확인부탁드립니다 답변감사합니다 이제 되네요
751,752,20210415,2021,04,15,3,종한임,아침부터 접속하려하나 하얀화면에 케이뱅크 로고만 뜨고 접속이 안됩니다. 급하게 송금하려는데 이런현상이 30분째인데 해결 방안 마련해 주세요 ㅡㅡ 있는돈도 못빼고 있습니다.
752,753,20210312,2021,03,12,1,만두,저도 간편비밀번호가 일치하지안는다고만 뜨고 재설정을눌러도 가입도중엔 안된다며 처음화면으로 다시돌아가기만하니까 너무 짜증니나네요
753,754,20210401,2021,04,01,3,김승주,며칠동안 로그인 화면도 안뜨길래 짜증나서 그냥 다시 깔았더니 이제야 되네요. 속터져 죽는줄..
754,755,20210816,2021,08,16,1,nam won kim,아이콘 정말 그지같네 기존 아이콘이 잘 보이고 k뱅크인지 알겠다. 갑자기 업데이트되고 앱이 없어졌나 했음. 엠케이뱅크임? 에휴
755,756,20201120,2020,11,20,1,방시리,이체누르면 흰화면만뜨고 접속이안됨ㅡㅡ 업데이트하라해서했더니 계속안되고있고 당장 이체할거있는사람은어떡하라고 난리임 와이파이문제인가싶어서 꺼도안되고 깔앗다지워도안되고 갑자기 왜난리에요
756,757,20211215,2021,12,15,1,방영기,공인인증이 안돼있다고해서 인증하면 이미있다고하고 다시 서비스를 이용하려고하면 또 안돼있다고 뜨고 다시 하려고하면 이미 인증돼있다고하고.. 앱삭제 후 다시 깔아도 마찬가지네요 앱을 사용할수가 없어요.
757,758,20211002,2021,10,02,1,황순옥,안녕하세요 계좌개설을하려고하는데 폰 인증이 안됩니다. 통신사에서는 인증번호를 정상으로 보냈는데 제폰에 인증번호가 들어오지않습니다. 왜서일까요?
758,759,20210327,2021,03,27,1,gy un6974,"ㅋㅋㅋ 진짜 최악 코인만 아니면, 계좌계설 아무도 안 할듯 ㅋㅋㅋ 상담만 5번 했고, 상담사가 시키는데로 촬영했는데도 선명하지 않다, 짤린다, 바탕이랑 신분증이랑 색이 비슷해서 보기힘들다 등 이런거 피드백 받은 것 종합해서 마지막 촬영도 해줬는데 돌아오는 답변은 선명하지 않다는데 뭐 어떡하라는 것임? 그럴거면 영상통화는 왜 하는데요? 영상통화하면서 대조할거면, 걍 영상통화때 민증이랑 같이 보면되잖아요? 지금까지 다른 기관들 이용해 보면서 이런 적은 처음이네요 카메라 인식이 제 휴대폰 문제인 줄 알았더니 리뷰보니깐 죄다 대부분이 이렇네 ㅋㅋㅋ 비트업 이용하실 분들은 이 기관 독점풀리면 그 때 이용하시고 다른 거래소 이용하시는게 나으실 거에요 아, 서론이 길었구요 그냥 다른 거래소 이용하렵니다."
759,760,20210717,2021,07,17,1,권찐,계좌 개설하려는데 알수없는 오류가 계속 떠요 ㅠㅠ 어플지웠다 깔아도 보고 폰도 껐다 켜보고 리플보니 저만 그런거 같지는 않은데. 해결좀 해주세요
760,761,20210619,2021,06,19,1,Jian Ha,앱 실행이 안되요 첫화면에서 멈춰있습니다. 다시 깔아도 안됩니다 갤럭시 S20이에요. 빠른 해결 부탁 드립니다....
761,762,20210108,2021,01,08,1,배윤재,매크로답변 지겹지도 않나.. 뭘 지웠다가 다시 깔아 너네 개발팀에 물어보라고요 와이파이 막았나 안막았나 막았으면 풀어라 이렇게
762,763,20211029,2021,10,29,1,이두현,인증서 발급 개판 비밀번호 입력도 안되고 뭐가 문제인지도 모르고 계속 영통하게 하고 어쩔 수 없어서 쓰지만 완전 갑질 하는거 같음
763,764,20210909,2021,09,09,1,Nayoung Kim,업데이트하더니 앱이 이상해짐. 계좌이체하려니 수신계좌 받을 분 입력칸이 없다. 최악...
764,765,20190105,2019,01,05,5,Google 사용자,정말편리하게 사용하다. 안드로이드 파이버전으로 넘어와서 비밀번호등록하는데 계속 않넘어 갑니다 파이버전 지원 하는건가요
765,766,20210727,2021,07,27,1,러블리샐리,앱이 안열려요 ㅜ ㅜ 접속 안된다면서 자꾸 꺼져요 조금 이따가 해도 똑같고요 삭제후 다시 설치해도 똑같아요. 업비트에 입금 해야 하는데 어떡해요!??ㅜ ㅜ
766,767,20190831,2019,08,31,3,Google 사용자,어느순간부터안들어가지네요 시스템오류라고하는데 깔앗다가처음엔되고 다시하면또오류나네요...어떻게사용하라는거죠...
767,768,20210422,2021,04,22,1,유웅희,이번에 업뎃하고 플러스박스에 계좌잔액을 모두 입금하려면 일일이 눌러야하네요 지난번에는 전액 바로클릭하면되어서 편했는데 더 불편한 다운데이트네요 ㅡㅡ
768,769,20190228,2019,02,28,1,Google 사용자,최악이네요... 밑에 검은 종이깔고 밝게 선명하게 찍어도 인식이 안되네요.. 개선 좀 해주세요.
769,770,20210317,2021,03,17,1,그레이스,입출금이 바로 알림이 안뜨고 한참 있다가 알림이 와서 들어가서 한번 더 확인 해야되고 엄청 불편합니다
770,771,20200723,2020,07,23,1,Changgyu Lee,"비밀번호 설정하면 뻗고, 다시설정하려면 기기인증하라고, 기기인증하고나면 뻗어서다시회원가입하라고하고, 다시회원가입하려니 탈퇴회원이라그러고, 조회승인화면에서 머하라는데ᆢ 이제는 회원가입다시하라고만 무한반복. ""회원가입외에 입금도 출금도 조회도 되는게 하나도없네."" 이런말이라도 하고싶다."
771,772,20210319,2021,03,19,1,Rabi,"케이뱅크 회원가입시 기기인증을 받아야 할 수 있다는데, 간편비밀번호 6글자 입력하라고 합니다. 근데 간편비밀번호 등록한적도없고, 등록되지 않은 비밀번호라고 하네요. 왜 안되는거죠"
772,773,20210402,2021,04,02,1,손개주,본인 인증을 위해 운전면허증을 수십번 찍었음에도 불구하고 모종의 이유로 계좌를 만들지 못한다고 계속 뜨네요. 정확한 원인이 무엇인지도 안 나와서 어떻게 해결할지도 모르겠어요
773,774,20210414,2021,04,14,1,Jung-sup lee,네트워크연결이 원할하지 않다고 뜨네요.업데이트해도 ㅜㅜ 은행앱이 이렇게 안정성 떨어지면 어떻게 믿고 쓰나요
774,775,20210426,2021,04,26,1,Linda Wilil,등록한려면 비번재등록 하라고 못들어가고 전화하라고 전화하면 계속 통화중이고.....답답합니다.
775,776,20191121,2019,11,21,1,Google 사용자,이거 왜 로그인하고 다음화면으로 안 넘어가는 경우가 있네요 계속 로딩화면만 뜨고 시간이 지나도 안 넘어가네요;;
776,777,20210305,2021,03,05,5,강병건,매우 유용한 어플이네요 다른 은행어플보다 간편하고 여러 절차도 간소화되어 있고 사용하기 정말 좋네요
777,778,20211115,2021,11,15,1,김용진,알뜰폰인데‥ 가입이 안됨 본인이 선택하지 않고 자동으로 다짜고짜 kt고객이라고 뜨고. 진행하면 가입안됨
778,779,20211018,2021,10,18,1,구아아아,역시나 휴대전화번호 유심인식 못하구요 휴대폰 확인해도 설정 문제없고 다른 은행들 어플은 잘만 인식합니다. 개선 부탁드려요
779,780,20210402,2021,04,02,1,Fabulous chae,새로운 고객을 받기 싫으신가봐요. 계좌를 만드려고 해도 예상치 못한오류로 다시 회원가입을 해달라네요. 30번을 계속 도돌이표.ㅋㅋㅋㅋ 고객센터 연락도 안되는데 이건 쓰라고 만든앱인지 뭔지ㅋㅋㅋ 가입마저도 이모냥인데 사용중에는 얼마나 속이터질까요. 쓰레기같은 앱이네요.
780,781,20191104,2019,11,04,1,Google 사용자,업데이트 후 인증 업데이트 창의 일부가 보이지 않아 어플을 사용 못하고 있음. 공지를 제거 해주새요.
781,782,20211104,2021,11,04,1,BLUESIMMON00,너무 앱이 느립니다. 로그인부터 시작해서 이체하는 과정까지 너무 느립니다. 많이 아쉽네요
782,783,20201127,2020,11,27,1,류지영,다른 앱 모두 되는데 k뱅크 앱만 꿈쩍을 안해요. 휴대폰 껏다 다시켜도 안되고 다시 다운받으려 해도 받아지질 않습니다.
783,784,20210423,2021,04,23,1,최변,사용한도 늘리려고.. 예금.적금 통장 쓰면 늘어난다 해서 써보고.. 체크카드 쓰면 늘어난다 해서.. 그것도 만들어보고 했는데... 안늘어나네요 급한돈 써야될때 이렇게 소액으로 어떻게 합니까? 진짜 짜증나네요
784,785,20210215,2021,02,15,1,Mung Mung,KT알뜰폰 쓰는데 번호랑 USIM 인식을 할수없다네요?? 다른 모든 어플은 잘만되는데 왜 얘만 이러죠?? 2021년에 이게 말이됩니까 업비트때문에 깔았는데 왜 이딴 어플이 필요한건지 업뎃좀하세요 개빡치네
785,786,20201231,2020,12,31,1,박loe,이전 ui가 깔끔하고좋습니다 보기 불편하고 정신없습니다. 나름 이쁘게하려고한것같은데 전혀 역효과입니다 카뱅은 단순함을 유지하는데 제발 원래대로 돌아와주세요 제발.. 반드시
786,787,20211109,2021,11,09,3,샤프심,생활비 계좌가 있어서 자주 결제하는데 알림설정을 켜 놓아도 알림이 오지 않는 일이 너무 자주 발생합니다
787,788,20210823,2021,08,23,1,흑임자양갱,신분증 인식 자동으로 해놓고선 4번째 안 된다. 금융인증서 발급할 때 다른 은행들 다 신분증 촬영만 하면 되는데 무슨 전화통화에 영상통화 인증까지 요구하는 은행은 처음 보네요.
788,789,20210219,2021,02,19,3,yongdeuk kim,"로그인을 위해 처음 등록하다 안되고, 다시하면 로그인 정보가 존재해서 할수 없다고 하고, 쓸수가 없네요."
789,790,20210302,2021,03,02,1,정인용,"앱이 안들어가지면 어쩌라는겨. 업데이트, 백그라운드 종료후 재실행해도 안됨"
790,791,20190326,2019,03,26,4,Google 사용자,잘 쓰고있습니다. 근데 최근 사용할 때 k뱅크 팝업창이 뜨면 어플이 꺼집니다. 확인 부탁드려요~
791,792,20210407,2021,04,07,1,유준재,업뎃이후 갑자기 로그인도 안되고 빨리 이체해야하는데 문제가 생겼어요. 이렇게 불안정해서야 은행앱으로 안심하고 쓸 수 없을것같아요...
792,793,20210411,2021,04,11,1,nugooyaa,급하게 사용할 일이 있어서 켰는데 갑자기 신분증 재확인 해야 된다더니 다른거 아무것도 안됨 다시 재출 했는데 확인 안되서 결국 사용도 못함 은행앱인데 머 이런게 다있죠? 최악이네
793,794,20220106,2022,01,06,1,Jaeug Lew,"Pc-> 스마트폰으로 인증서 복사가 안됩니다. 인증번호 입력 후 비밀번호 입력까지 완료하면, 녹색 점만 뜨면서 진행이 안되네요... 어떻게 해야할까요??"
794,795,20210604,2021,06,04,1,BEOMRYONG JOO,해보라는 대로 다하고 삭제해도 ㅡㅡ 접속이 안됩니다 ㅡㅡ 답변에 복사하기 붙여넣기 가 예상되는데 그렇게해도 안되네요 ㅡㅡ
795,796,20210331,2021,03,31,3,ya비너스,바이오 인증수단이 자꾸 변경되었다고 뜹니다. 로그인 하려면 서너번 번 켯다 껏다 해야하는데 해결좀 부탁드립니다. 너무불편해요
796,797,20210313,2021,03,13,1,Lucky C,다른 앱 확인이 필요해서 (계좌번호 및 인증용) 이동하고 돌아오면 먹통이되고 종료후 재실행하면 앱자체 실행이 안됩니다 재설치해도 동일하고요
797,798,20210223,2021,02,23,1,이선생알려줘,잘 안쓰는 어플이긴 한데 이번에 사용좀 해보려고 하니 다흔사람이랑 똑같은 증상이 나타나네요 무한로딩에 앱 모두끄고 백그라운드 확인해 어플 재설치 근데도 입구컷으로 흰화면에 케이뱅크 마크만 보이는데 이걸 어떻게 해야하는건가요?
798,799,20210402,2021,04,02,2,mihie,이거 오ㅑ이래요ㅕㅕㅕㅕㅕ 간편인증로그인 해도 화면 안넘어가고 업데이트 해도 똑같아요.. 빨리 시정 부탁드립니다ㅜ
799,800,20190315,2019,03,15,1,Google 사용자,알뜰폰 사용자는 가입자체가 불가능하네요. 국내 알뜰폰 가입자 비율이 3대 통신사 가입자보단 적다고 해도 그 수는 결코 적지 않은데 무슨 생각으로 이렇게 만든 건지 모르겠네요.
800,801,20210402,2021,04,02,1,SJ L,비대면 계좌 만들 때 계속 예상치못한 오류발생이라고 뜨네요. 오전에는 접속도 잘안되더만
801,802,20210504,2021,05,04,1,김행훈,앱이 실행이 안돼요 쓰레기네 답장 한번오고 두번인가 세번을 더 문의했는데 답장도 없고 돈도 못 빼고 진짜 쓰레기 앱이네요 별 하나도 아깝네요
802,803,20210318,2021,03,18,1,김우진,오늘 왜 로그인하고 나서 시작화면이 뜨지 않는거죠? 이런 적 한번도 없었는데 시작이 안됩니다. 삭제하고 다시 깔아도 마찬가지에요.
803,804,20210402,2021,04,02,1,스님스님,아니 회원가입후 신분증 사진 인식하고 그다음부터 오류인해 정상적으로 가입이 안되고 계속 재촬영 하는데 계좌를 만들라고 하는건지 말라는건지 ㅋㅋㅋ
804,805,20190902,2019,09,02,2,Google 사용자,편하긴 한데? 급한데 쓸려고하면 너무 버벅 거리고 먹통이다 ㅠㅠ 장점도 많지만 단점도 많다 ㅠ
805,806,20210223,2021,02,23,3,김인섭,어젠 잘 됐는데 갑자기 로딩화면에서 계속 멈춰있어요 지웠다 설치해도 안되네요 갤럭시 s20+사용중입니다
806,807,20210703,2021,07,03,1,탐험대보물,계좌 개설하는데 문자로 인증번호오고 다음 버튼이 안눌리는 에러가 있어 계좌 개설이 안되네요 이런 기본적인 부분도 안되다니 곧 망하겠네요 쯥쯥
807,808,20190902,2019,09,02,1,Google 사용자,비닐이? 사진부분에 벗겨진건데 똑같은 신분증으로 카뱅은 개설이 됐는데 k뱅크는 인식을 못한다고 거절당하네요..신분증 다시 신청 할람 사진부터 다시 찍고 해야되는데 이걸 다 다시..3주는 걸리는데 체크카드까지 한다면 한달은 넘을듯..앱 진짜 손좀 보세요 사진까지 찍고 자동으로 이름 주민번호 다 뜨고 통화에서 거절 당함요
808,809,20210407,2021,04,07,1,최원준,어플이 처음 깔았을때만 켜지고 그 다음부터는 접속이 안되네요.. 몇번을 다시 깔고 있는지 모르겠네요. 후..
809,810,20200831,2020,08,31,1,김하영,케이뱅크를 깐지 좀 되었는데요 어느 순간부터 폰에 그 어플을 들어가면 화면이 나오지는 않고 흰색 바탕만 나오고 안떠요
810,811,20210407,2021,04,07,1,이주호,도대체 왜 앱 실행이 안되는거죠 들어가도 네트워크 연결 안된다하고 다른 앱 다 잘되는데 이 앱만 이러네요
811,812,20191102,2019,11,02,1,Google 사용자,이게 은행앱이라고 만들어 놨나요. 우리동네 일수찍는 앱보다 못하네.. 케이뱅크 홈피는 한 수 더 위인것 같고... 탈퇴도 아주 힘들게 숨겨놓아 2시간 동안 헤멨습니다.
812,813,20210406,2021,04,06,1,뽀에버추자,전날 새통장가입 20영업일이 안되어서 가입을 끝마치지 못했는 데 가입이되었다며 다른은행 통장도 못만들게됐고 기기인증을 하라는 데 등록한 비번이 없는 데 어떻게 인증를하나여??? 빨리 처리부탁드려요ㅠㅠ
813,814,20211108,2021,11,08,1,Hyeok Lee,데이터를 키고 접속했는데 접속이 안되네요. 솔직히 업비트할려고 했는데 이거는 심해도 너무 심한거 아닌가요?
814,815,20210727,2021,07,27,1,오갓디르,하 진짜 로그인도 안되고 방법 다해봐도 계속 오류뜨는데 전화는 해도 받지도 않고 해결을 해주던가 좀 해줘요 당장 돈을 못내서 며칠째 미뤄지고 있는데
815,816,20210123,2021,01,23,4,SeungHo Kim,세계 많은 지역이 송금 불가능하네요.. 다른 국가들도 해외송금했으면 좋겠네요...
816,817,20210201,2021,02,01,3,YB,로그인이 너무 느리고 체크카드 혜택이 경쟁 은행보다 적습니다. 앱 반응 속도도 느리고 광고가 너무 노골적으로 노출어있습니다.
817,818,20210402,2021,04,02,1,마크툽,가입시 주민등록증 촬영후 계속 오류가 발생하여 가입이 불가합니다. 수십번은 해본듯 합니다..
818,819,20190122,2019,01,22,5,Google 사용자,어플이 배터리를 너무잡아먹네요. 다른건좋은데 이거부터 해결부탁드려요. 노트8사용자입니다.
819,820,20210505,2021,05,05,5,Gyuseok Lee,"갠적으로 카카@뱅크보다 좋다고 생각합니다. 오픈 뱅킹도 깔끔하고, 이체할 때 입금자명도 길게 써지고, 앱도 깔끔해서 만족!"
820,821,20210725,2021,07,25,1,김선욱,앱이 도대체 언제열리는건가요 도무지가 엉망임 .제핸드폰은 최신 기종입니다 열려야 먼 조회를하죠
821,822,20200801,2020,08,01,1,쟈니얀,문제가 많다.앱내 딜레이현상 장난아니고.. 지멋대로 뜨고.. 가입할때도 신분증 인증도 안되 한100번은 찍은듯... 카뱅이 제일 호환성 좋긴하냉
822,823,20210423,2021,04,23,2,심은정,오랫만에 다시 등록하는데 거래목적을 선택하라는데 눌리지도 않고 뒤로도 못가고 앞으로도 못가고 있네요...
823,824,20210506,2021,05,06,1,KH L,진짜 사용하기 불편하네요 분명히 처음에 신분증 촬영할때 제대로 넘어갔는데 갑자기 문자 오더니 재촬영 문자 엄청 보내네요 계속 촬영해서 보내도 재촬영 요구 문자가 날라오고 상담사 통화 대기 시간도 길고 앱이 엉망이네요
824,825,20200624,2020,06,24,1,Changjun Jeon,"멀쩡하게 잘 쓰고 있다가 오늘 업데이트 했더니, 비정상적인 활동이라면서 로그인이 안됨. 폰은 1년 전부터 아무 이상없이 쓰던 폰인데. 내 돈을 내 맘대로 찾을 수 없게 만드는 이상한 케이뱅크. 급한 사람이라면 어땠을꺼. 잔액 모두 다른은행으로 옮기고 해지할 예정임."
825,826,20181103,2018,11,03,2,Google 사용자,실행시 하얀 화면만 뜨고 실행이 안됩니다. 이렇게 된지 몇시간이나 되었는데 공지도 없네요
